Productname,ProductID,Category,Revenue,ROI,NetProfitMargin,Cluster
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
Front Brakes,948,Components,63.9,0.101254,26.0,0
Front Brakes,948,Components,63.9,0.083655,26.0,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.205468,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.196285,25.999918,0
HL Mountain Pedal,937,Components,48.594,0.22964,25.999918,0
HL Mountain Handlebars,810,Components,144.324,0.27027,25.999972,0
HL Mountain Handlebars,810,Components,144.324,0.26026,25.999972,0
HL Mountain Handlebars,810,Components,144.324,0.226678,25.999972,0
"ML Mountain Frame-W - Silver, 42",905,Components,436.908,0.0,8.733326,2
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.360358,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.175675,25.999877,0
LL Mountain Seat/Saddle,908,Components,32.544,0.328364,25.999877,0
